Gesture L,"[0.08619126, 0.7278373, 3.466804, 8.810662, -5.5737014, 1.8866309, 1.6376339, 0.9864111, 0.39264908]","[9.165004, 2.7485435, 13.723564, 4.1180267, 9.959879, 8.437167, 8.082825, 7.9104424, 8.676587]","[-0.91937345, -0.5267244, 3.122039, 2.1739352, 10.400413, 5.4300494, 5.631162, 4.357447, 4.817134]"
Gesture L,"[-2.1260512, 15.2367, -7.7667904, 0.22026655, -0.18195933, -0.047884032, 0.5554548, 0.16280572, 0.36391866]","[3.1028855, 16.299725, 7.144298, 8.465898, 7.632715, 7.8912888, 8.446744, 8.322245, 8.6095495]","[0.39264908, 0.8523358, 11.176133, 6.847417, 6.033388, 5.2385135, 4.807557, 5.2002063, 4.232949]"
Gesture L,"[-0.21068975, 1.2258313, 9.892841, -5.66947, 0.89064306, 0.90979666, 1.1492168, 0.20111294]","[4.7500963, 11.520899, 8.082825, 8.303091, 8.781932, 8.063671, 8.360553, 8.513782]","[1.3215994, 5.7843914, 1.8195933, 10.275913, 5.094861, 5.104438, 4.4436383, 4.7500963]"
Gesture L,"[0.5554548, 0.36391866, 0.5650316, -3.2465374, 14.317327, -6.5505357, 2.432509, 1.340753, 1.6376339]","[9.14585, 9.701305, 7.489063, 5.2289367, 7.6710224, 9.11712, 7.843405, 8.762778, 8.437167]","[0.7182605, 0.31603462, 0.11492168, 0.30645782, -1.4556746, 13.330915, 3.6008794, 4.10845, 4.309563]"
Gesture L,"[1.4173675, -2.0207062, 12.880805, -5.90889, 0.842759, 0.31603462, 1.3215994]","[8.159439, 2.1452048, 12.928689, 6.167464, 6.4739213, 8.599973, 7.9583263]","[-0.35434186, 0.8714894, 6.2345014, 13.541605, 3.9264908, 6.789956, 6.4547677]"
Gesture L,"[0.22026655, -3.7253778, 15.2367, -5.889736, -1.9057846, -0.50757074, 0.7374141, 0.10534488]","[8.111555, 0.0, 19.507956, 4.9416323, 7.747637, 7.2592196, 8.073248, 8.418014]","[-0.90979666, 0.5746084, 9.56723, 7.1155677, 6.244078, 6.2345014, 4.999093, 3.620033]"
Gesture L,"[0.4213795, -4.31914, 14.719552, -7.97748, 3.0262709, 1.1109096, 0.2777274, 1.9632454, 0.32561144, 0.7278373]","[8.034941, 5.3342814, 7.28795, 12.689269, 7.785944, 7.374141, 6.1195793, 8.418014, 8.695741, 9.011775]","[1.1779473, 2.27928, 2.0207062, 17.372328, 7.1826053, 7.345411, 5.717354, 4.9224787, 3.5242648, 3.3039982]"
Gesture L,"[-0.92895025, 17.592594, -11.731588, 1.7621324, 0.37349546]","[1.1492168, 16.634912, 3.7732618, 6.933608, 7.383718]","[1.2449849, 4.414908, 14.671668, 6.7612257, 5.746084]"
Gesture L,"[1.5897499, 6.933608, 7.1826053, -5.4683566, 1.043872, 1.043872, 0.40222588, -0.05746084]","[4.414908, 14.384364, 2.825158, 7.747637, 7.192182, 7.9104424, 7.603985, 7.881712]","[-0.89064306, 3.0358477, 3.1794999, 9.825804, 5.6407394, 5.6982, 6.397307, 5.506664]"
Gesture L,"[0.20111294, 0.45010993, 10.70687, -6.7612257, 0.9864111, 0.7565677]","[6.7612257, 9.950302, 7.019799, 9.002198, 7.872135, 7.603985]","[-0.82360536, 3.3135753, 1.4556746, 11.654974, 6.033388, 4.213795]"
Gesture L,"[-0.24899697, 1.4652514, 8.724471, 12.363658, -5.305551, 0.12449849, 0.18195933, -0.08619126, -0.36391866, 0.9768343, 0.6991069]","[8.7053175, 5.209783, 19.79526, 5.66947, 7.97748, 7.536947, 7.795521, 7.881712, 8.408437, 8.24563, 8.513782]","[-0.02873042, -0.30645782, 4.1180267, -0.4213795, 12.708423, 5.765238, 5.9280434, 6.339846, 5.861006, 4.2425256, 4.357447]"
Gesture R,"[-0.30645782, 0.5554548, 0.9768343, 1.043872, 2.2888567, -3.083732, 30.904356, 13.656527, -3.6008794, 1.2354081, 13.397953, 3.667917, 7.97748, 2.7581203, 1.4748282, -0.5554548]","[8.236053, 8.418014, 8.724471, 9.251195, 11.36767, -1.2545617, 10.0269165, 2.4995465, -4.5298295, 9.461885, 6.1100025, 1.8770541, 8.7053175, 6.703765, 8.494628, 8.925584]","[6.8186865, 4.405331, 2.9592333, 3.2465374, 4.309563, -2.566584, -6.540959, -1.9536686, -4.960786, 17.927782, -11.013328, 1.3120226, 5.631162, 2.825158, 2.2984335, 2.834735]"
Gesture R,"[1.283292, -5.9280434, 27.217285, 8.331821, -7.776367, 17.48725, -0.59376204, 8.2169, 2.4133554, 1.1587936, 0.8810662]","[9.308656, -4.1276035, 22.773647, 2.6910827, -4.1946416, 15.7825775, -2.0015526, 13.215993, 5.401319, 7.3549876, 7.9966335]","[0.32561144, -1.2545617, -2.1452048, -5.746084, 3.9935284, 2.566584, -6.9623384, 17.7554, 5.66947, 4.7500963, 2.087744]"
Gesture R,"[1.5131354, -1.982399, 18.579004, 10.457873, -6.3302693, 14.12579, 2.7581203, 17.81286, 3.916914, 2.2601264, 0.32561144, -0.6607997]","[8.829816, -0.7565677, 20.207062, 4.6926355, -4.501099, 16.721106, -2.0015526, 24.851814, 6.5984197, 7.029376, 8.552089, 9.682152]","[-0.8523358, -1.1492168, 9.356541, -1.6376339, -0.47884035, 10.381259, -6.9144545, 4.960786, 6.3685765, 2.8634653, 2.9496565, 3.8786068]"
Gesture R,"[0.7469909, 3.371036, -5.8801594, 33.25067, 12.765883, -1.6663644, 1.8483237, 12.698846, 10.572795, 7.201759, 6.9048777, 0.50757074, -0.17238252, -0.60333884]","[9.883265, 13.043611, -8.561666, 17.113754, 3.1890767, -5.803545, 7.785944, 1.1587936, -1.2258313, 5.5258174, 5.995081, 4.003105, 7.0964136, 8.149862]","[3.7924154, 4.663905, 1.5514427, 18.26297, 8.781932, -4.3957543, 24.98589, -16.041151, 11.808203, 4.8745947, 5.133168, 5.0374002, 5.2385135, 5.45878]"
Gesture R,"[-0.009576807, 3.6008794, -10.141838, 40.892963, 7.383718, -5.0374002, 14.882358, -2.6527755, 12.315774, 6.7708025, 1.0342951, 0.29688102, 0.11492168]","[9.289502, 13.091495, -12.028469, 22.73534, -3.4859576, -1.7908629, 9.423578, -4.7309427, 11.013328, 6.291962, 6.83784, 8.063671, 8.054094]","[2.384625, 2.882619, -2.3558946, 5.6982, -6.1004257, 11.3964, -7.3071036, -9.155427, 5.7365074, 2.231396, 1.4460979, 5.2768207, 6.215348]"
Gesture R,"[1.3982137, 4.0892963, -7.6614456, 37.57939, -5.889736, 14.077906, 7.1251445, 16.903065, 6.2249246, 1.5610195, 0.4405331, -0.48841715, 0.0]","[9.002198, 13.532028, -8.236053, 13.522451, -7.728483, 12.564771, 1.532289, 5.0182467, 5.2480903, 6.0046577, 6.9719152, 7.067683, 7.795521]","[2.9017725, 2.4899697, -0.23942018, -6.1004257, -5.592855, 17.33402, -18.464083, 7.881712, 0.8523358, 6.933608, 5.861006, 6.646304, 5.363012]"
Gesture R,"[2.3080103, -10.6877165, 33.86359, 4.5872903, 14.585477, 8.504205, 23.72175, 7.920019, 5.2768207, 3.1794999, 2.0398598, 0.009576807]","[9.308656, -6.0621185, 15.035586, -6.1004257, 8.063671, 0.46926352, 1.6376339, 1.8962077, 6.291962, 7.489063, 8.197746, 8.983045]","[1.6567876, -0.7757214, -1.0534488, -6.981492, 20.446482, -19.814413, 9.088389, 1.5801731, 5.554548, 5.592855, 3.8881836, 3.064578]"
Gesture R,"[1.1300632, -7.8050976, 43.40209, 11.990162, -9.557653, 20.60929, 11.549629, 10.620679, 2.030283, 1.0151415, 0.36391866]","[11.348516, -4.2999864, 12.727576, -2.480393, -5.66947, 9.126697, -2.0685902, 5.592855, 5.631162, 6.4068837, 8.389283]","[3.715801, -3.4763808, -1.1683705, -2.8060043, 6.081272, -2.9017725, 9.576807, 5.3438582, 3.9264908, 4.1180267, 4.9416323]"
Gesture R,"[0.047884032, -11.463438, 40.088512, 1.7046716, 13.120225, 4.596867, 31.153353, 12.957419, -1.6089035, 0.06703765]","[10.237606, -8.896853, 10.936713, -8.801085, 10.0748005, -2.9400797, 6.339846, 1.292869, 4.8267107, 8.599973]","[4.4723687, -3.3901896, -4.012682, -6.042965, 19.009962, -17.27656, 4.8362875, -3.323152, 4.223372, 3.9743748]"
Gesture R,"[1.8674773, 13.273455, 15.533581, -8.00621, 20.484789, 1.6089035, 19.680338, -1.091756, -0.63206923, 0.39264908, -0.48841715]","[6.3111157, -6.1100025, 0.7182605, -10.802638, 10.065224, -7.201759, 5.267244, 2.7581203, 7.920019, 9.174581, 9.758766]","[-1.2354081, 8.360553, 1.484405, 1.2449849, -4.185065, 5.2289367, -3.016694, 4.0414124, 3.8881836, 3.715801, 2.4612393]"
Gesture R,"[0.90979666, -5.535394, 36.1716, 16.328455, -5.707777, 15.495274, 19.6133, 15.370775, -1.9249382, 0.6991069, -0.90021986]","[14.12579, -4.280833, 3.715801, -3.169923, -7.2783732, 3.4763808, -1.2641385, 2.4995465, 1.5035586, 7.785944, 8.676587]","[2.2122424, -0.89064306, -13.215993, -10.189722, 10.266336, -16.74026, 2.2026656, -5.161899, 6.435614, 4.2521024, 4.3766007]"
Gesture R,"[0.59376204, -7.374141, 33.997665, 16.270994, -10.189722, 7.881712, 29.161377, 13.618219, -0.06703765, 1.0151415, 0.009576807]","[11.741165, -4.5202527, 3.9073372, -5.2002063, -2.9496565, -0.5554548, 2.135628, 2.9400797, 4.1371803, 8.456321, 8.973468]","[4.3766007, -3.6774938, -3.0262709, -4.903325, 18.128895, -22.16073, 12.785037, -2.719813, 3.916914, 4.5681367, 3.7828386]"
Gesture R,"[1.1204864, -8.810662, 37.416584, 9.232041, -12.306197, 14.010868, 16.050728, 11.587936, -0.02873042, -0.15322891, 0.59376204, 0.35434186]","[11.176133, -4.280833, 6.5696893, -6.205771, -3.5242648, 7.4986396, -1.6472107, 3.4380736, 4.663905, 7.824251, 8.925584, 9.088389]","[3.964798, 0.7661445, -11.291056, -7.536947, 14.422671, -15.753847, 5.6215854, -2.1930888, 2.9592333, 2.0685902, 3.7062242, 3.4763808]"
Gesture R,"[1.3694834, 1.4556746, 1.3311762, 1.685518, 29.458258, 17.152061, -10.352529, 18.090588, -0.2873042, 17.027563, 1.4460979, -0.94810385, -0.62249243]","[9.165004, 9.595961, 10.362105, 2.777274, 1.043872, -1.436521, -10.783484, 12.26789, -6.3685765, 8.724471, 4.6160207, 7.699753, 8.963891]","[1.8004397, 1.7812861, 1.8195933, -3.4955344, 2.183512, -0.91937345, 2.1643584, -3.265691, 4.462792, 3.6008794, 2.9975405, 2.873042, 3.7924154]"
Gesture R,"[1.9632454, -3.6583402, 29.410374, 13.464991, -7.9104424, 22.227768, -4.0222588, 21.787235, 1.1013328, 1.0247183, 1.6280571, 0.62249243]","[12.995727, -2.825158, 5.889736, 1.043872, -9.174581, 15.696386, -7.843405, 13.177686, 2.3942018, 6.339846, 8.274361, 8.331821]","[5.161899, -7.029376, 13.761871, 4.31914, -4.1946416, 8.90643, -6.531382, 13.694834, 3.3135753, 5.3438582, 5.2385135, 5.5641246]"
Gesture R,"[1.5227122, -5.104438, 25.119965, 14.279019, -9.165004, 18.588581, -2.231396, 21.317972, 2.9400797, 0.9672575, 1.292869, 0.7278373]","[10.400413, -2.3080103, 8.734048, 1.5610195, -7.8146744, 14.748282, -6.7324953, 12.277467, 4.462792, 5.765238, 8.724471, 9.050082]","[3.715801, -6.751649, 13.88637, 3.4476504, -2.3463178, 14.259866, -5.755661, 3.2752678, 2.6623523, 3.6583402, 3.169923, 5.209783]"
Gesture R,"[1.2258313, -5.717354, 28.452694, 9.193734, -7.920019, 17.669209, -0.61291564, 12.105083, 3.9360676, 1.5897499, 0.7374141, 0.5267244]","[11.243171, -6.3111157, 24.899698, -3.2082303, -6.8186865, 13.618219, -2.681506, 13.091495, 5.6120086, 6.215348, 8.303091, 9.500193]","[1.5993267, -1.8387469, 23.740904, -0.641646, 3.3327289, 8.121132, -0.33518824, 11.3964, 5.9567738, 2.6240451, 3.6583402, 3.064578]"
Gesture R,"[4.012682, -9.701305, 40.050205, 7.422025, -15.140931, 13.838486, 10.70687, 11.032481, 1.6567876, 0.92895025, 0.641646]","[11.377247, -9.203311, 18.05228, -6.3302693, -3.7924154, 5.4779334, -7.335834, 5.3821654, 4.003105, 7.690176, 9.069236]","[3.3518825, -4.9320555, 16.529568, -3.9839516, 16.539145, -15.610195, 8.264784, 3.217807, 2.9113493, 3.7732618, 4.098873]"
Gesture R,"[1.2737153, -1.3599066, 36.391865, 9.11712, -2.5474305, 17.0946, -1.4652514, 8.580819, 10.43872, 3.964798, 3.4284968, 1.5035586]","[10.984597, -5.5162406, 26.757599, 1.8291701, -6.483498, 13.618219, -4.146757, 10.496181, 4.3287168, 5.1140146, 7.795521, 8.331821]","[3.5051112, -12.133814, 22.811954, -1.5705963, -1.6950948, 19.201498, -10.486604, 16.874334, 2.4229321, 2.6527755, 3.2082303, 5.746084]"
Gesture X,"[-0.7757214, -0.40222588, 0.7182605, 12.038046, 13.752295, -15.610195, 38.74776, 2.327164, -1.2066777, -0.047884032]","[7.728483, 11.118672, 1.5035586, -4.0222588, 4.5298295, -10.486604, 13.081918, 1.7812861, 4.6926355, 7.326257]","[6.14831, 8.647857, -5.66947, 21.566969, 7.345411, 5.93762, 12.880805, 7.603985, 4.7979803, 6.847417]"
Gesture X,"[0.842759, 1.436521, 0.94810385, 34.70635, -4.8841715, 6.196194, 14.863204, -2.2697031, -0.009576807, -0.31603462]","[8.954314, 8.743625, -9.337387, 17.391481, -8.283937, -9.9790325, 6.7229185, 1.4269443, 7.7093296, 8.724471]","[4.644751, 3.323152, -8.00621, 7.0006456, 5.5162406, 9.720459, 6.445191, 4.6351743, 2.9783869, 4.4436383]"
